,id,user_name,user_location,user_description,user_created,user_followers,date,text,favorites,retweets,is_retweet
0,1359186514924744710,andrewgottworth,"Louisville, KY","Louisville, KY | Adult Ed Instructor | Rock Climber | Soccer fan | Mental Health Advocate | No one chooses their birth | Evidence & Compassion | he/him",2013-03-09 00:32:08,174,2021-02-09 17:04:52,We were quite fortunate to get our first vaccine with JCPS. Take one when offered! #shotofhope @ Broadbent Arena https://t.co/4bEaQl3MBv,0,0,False
1,1359181944177704964,JimKruger7,,"#Trump,#Trump2020, #TrumpTrain,#MAGA , #MASA , #BuildTheWall , #AmericaFirst , #ProLife
FB #GenFlynn 
 married 28 years 🚫 Dates!🚫 DM! NO BOT!!!",2017-07-14 13:11:14,11697,2021-02-09 16:46:42,"RT @usagwiesbadenpa: Retiree COVID-19 Vaccine Infor:
Vaccine distribution is being communicated through each unit's chain of command. Retir…",0,1,True
2,1359181895339307008,usagwiesbadenpa,"Wiesbaden, Germany",,2009-03-24 09:57:57,7051,2021-02-09 16:46:30,"Retiree COVID-19 Vaccine Infor:
Vaccine distribution is being communicated through each unit's chain of command. Re… https://t.co/slo8on3L0x",0,1,True
3,1359177222276407300,thehuntergroup,"Kentucky, USA","GENERAL CONTRACTOR, AMERICAN USMC LT. LAW GROUP",2017-03-11 04:11:30,89,2021-02-09 16:27:56,RT @GovAndyBeshear: Religious leaders from different faiths came together to receive the safe and effective COVID-19 vaccine. As @Jamaal711…,0,13,True
4,1359170281571569671,memorialhermann,"Houston, Texas","More than a century of patient-centered care. At Memorial Hermann, we are all about advancing health. Yours.",2008-12-04 20:29:36,38466,2021-02-09 16:00:21,"“I knew right away that I would receive the COVID-19 #vaccine to protect my sons,"" said Debbie Mandella, R.N., Pedi… https://t.co/PaTLUDXp3b",0,0,False
5,1359169820273635351,tkonz,"Louisville, KY",Mom/Wife. Crafter. Writer. Chief Storyteller & Strategic thinker for @KyDeptofEd. Past: Murrow/national award winning newspaper & TV reporter. #SchoolPR,2009-03-10 02:55:19,13896,2021-02-09 15:58:31,"RT @KyDeptofEd: #ShotOfHope 🩹: Thank you, @HendersonSchool staff, for doing your part to protect your community! 

Would you like to share…",0,2,True
6,1359163777078489096,amyeshoemaker,1•1•6,| 24 | Christian | 5w6 | UofL | Feminist | Spanish speaker | Coffee obsessed | 🇺🇸🇩🇴🇪🇸🇧🇿🇨🇦,2011-12-01 11:52:37,354,2021-02-09 15:34:31,RT @GovAndyBeshear: Religious leaders from different faiths came together to receive the safe and effective COVID-19 vaccine. As @Jamaal711…,0,13,True
7,1359162570331090950,fedupteacher1,"Lexington, KY","teacher,lover of humanity, equality,intelligence,facts,my children,& Kentucky Basketball #resist #antiracist #Ky120strong #TeamKentucky #BlackLivesMatter",2017-01-22 16:12:07,2609,2021-02-09 15:29:43,Thanks to @GovAndyBeshear and @LtGovColeman for prioritizing teachers so we can make our way back to our students.… https://t.co/ejTdvEd3zR,8,0,False
8,1359162292735205376,KYCommishGlass,"Frankfort, KY",Kentucky's Commissioner of Education. Official correspondence not conducted on Twitter or via messages. Email jason.glass@education.ky.gov. #KyEd #TeamKDE,2009-05-16 22:44:09,21620,2021-02-09 15:28:37,"RT @KyDeptofEd: #ShotOfHope 🩹: Thank you, @HendersonSchool staff, for doing your part to protect your community! 

Would you like to share…",0,2,True
9,1359160619639967748,KyDeptofEd,"Frankfort, KY",#TeamKDE provides resources + guidance to KY's public schools + districts as they implement the state's K-12 education requirements. RTs + likes ≠ endorsements.,2011-04-04 16:49:06,24036,2021-02-09 15:21:58,"#ShotOfHope 🩹: Thank you, @HendersonSchool staff, for doing your part to protect your community! 

Would you like t… https://t.co/CONijwoBut",7,2,True
