,id,user_name,user_location,user_description,user_created,user_followers,date,text,favorites,retweets,is_retweet
0,1361946736269406209,gerrard1212,"Bristol,UK","Scientist MSc Microbiology, Sport and Coffee! Liverpool Champions of Europe! YNWA! Barcelona, Rio de Janeiro. Raised St Albans,Birkenhead. Settled in Bristol.",2010-08-23 20:08:31,1187,2021-02-17 07:53:00,"RT @DeniseVFriend: @gerrard1212 Actually, there are many people not working including me! And those that work in:
Hospitality 
Small shops…",0,0,False
1,1361919618009370625,greekgodess128,,,2013-03-09 00:38:01,42,2021-02-17 06:05:14,"@covid19nz Nah, no thanks, I have an immune system, I don't need/require or have any desire to participate in your… https://t.co/pQOO7JxCKo",1,0,False
2,1361836436031475713,cherimackay727,,,2009-08-14 11:47:38,52,2021-02-17 00:34:42,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True
3,1361806122735202307,SpongyBob,Timbuktu,,2009-03-27 14:24:25,54,2021-02-16 22:34:15,@SkyNewsAust Taking it is called natural selection 🙂 #IDoNotConsent,0,0,False
4,1361804822245212162,Anne_Fallible,USA ⛪️ #TLM,"Be strong and courageous, do not be afraid or tremble at them, for the Lord your God is the one who goes w/you. He will not fail you or forsake you. John 14:27",2019-11-12 07:07:00,651,2021-02-16 22:29:05,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True
5,1361775185985212416,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,86,2021-02-16 20:31:19,"OMG - An inquisition at the supermarket. 

She wants him to be quick, but stands chatting to him for 7 mins, touchi… https://t.co/iUVhHboutT",1,0,False
6,1361772780950290439,PietroCanada,"Tottenham, Ontario Canada","I like birds, bugs, mother nature and travel. Wars are for profit! We should be able to discuss ANY topic...change my mind! RTs may be in disbelief. ✌️❤️",2012-01-08 04:15:59,361,2021-02-16 20:21:46,"RT @Cagsil: What #PoliceState ?

#NoDHS #NoTSA #IDoNotConsent #Cagsil https://t.co/KpWZLvQC1p",0,4,True
7,1361764988742864897,oneega,🌎NY$tã%éÇ@pî%@l+200MileRadius,"*18+only*
#stopCHEMICALrapeOFtheEARTH
#WaterIsLife
🐺H3rding🐑§ince2020
1🙇♠when1👀♠
$ly$ñêâk$THEÇåt
#VivaLaRevolución
🏴🔪Nanobiochemist
H204@££💙",2020-06-07 04:26:52,679,2021-02-16 19:50:48,"#BullGates #SyntheticBeef #IDoNotConsent

Bill Gates: Rich nations should move to '100 percent synthetic beef' https://t.co/GM56bvWILq",0,0,False
8,1361761831358849025,TheLastUprisin1,"San Francisco, CA","This is the time where humanity rises up, or the oligarchs wipe us out. Please help! Venmo: @Peter-Maya-Media CashApp: $PeterMayaMedia https://t.co/1JK4uNjxTi",2020-09-13 23:08:20,683,2021-02-16 19:38:15,"RT @Cagsil: What #PoliceState ?

#NoDHS #NoTSA #IDoNotConsent #Cagsil https://t.co/KpWZLvQC1p",0,4,True
9,1361761508103909379,dihoppy,Washington State,Not enjoying our Banana Republic,2009-03-04 19:44:33,4005,2021-02-16 19:36:58,"RT @Cagsil: What #PoliceState ?

#NoDHS #NoTSA #IDoNotConsent #Cagsil https://t.co/KpWZLvQC1p",0,4,True
